,Credit Amount,gender,Education level,Marital Status,Age,Y,totall bill statement,total amount paid,avg repayment
24428,130000,1,3,2,30,0,41178,6519,-0.0
24429,120000,1,2,2,37,0,144603,8000,0.0
24430,50000,1,3,2,39,1,245589,11600,0.0
24431,160000,1,1,1,41,0,395758,15847,0.0
24432,70000,1,2,2,39,1,310992,11700,0.0
24433,380000,1,1,2,40,0,1555413,67400,0.0
24434,280000,1,1,2,47,0,18536,16789,-2.0
24435,50000,1,3,1,39,1,51400,0,-1.0
24436,30000,1,2,1,35,1,69474,7476,0.0
24437,260000,1,1,2,37,0,2872,2814,-2.0
24438,210000,1,2,2,35,0,836771,33217,0.0
24439,320000,1,1,2,32,0,65382,45688,-1.0
24440,480000,1,1,1,41,0,330719,92908,-0.0
24441,80000,1,1,1,42,0,286024,10000,2.0
24442,100000,1,2,2,43,0,272204,10618,0.0
24443,70000,1,1,2,31,0,352214,32000,0.0
24444,300000,1,1,0,37,0,3297,3757,-1.0
24445,150000,1,1,2,48,0,290263,34219,-0.0
24446,140000,1,1,3,41,1,733198,21649,0.0
24447,360000,1,1,1,39,0,167680,167139,-1.0
24448,500000,1,3,1,47,0,83436,91405,-1.0
24449,320000,1,2,2,36,1,1703400,62417,1.0
24450,190000,1,1,1,44,0,6842,3190,-0.0
24451,50000,1,3,1,49,1,37337,2198,-1.0
24452,50000,1,2,2,38,1,233683,7949,0.0
24453,290000,1,1,2,31,0,616586,22198,0.0
24454,110000,1,5,1,36,0,370248,17000,0.0
24455,210000,1,2,2,31,0,662672,21400,0.0
24456,20000,1,3,2,32,1,113666,5081,0.0
24457,90000,1,3,1,35,0,352699,11000,0.0
24458,120000,1,2,2,36,0,-264,1884,-0.0
24459,20000,1,2,1,46,1,48398,10500,2.0
24460,270000,1,2,2,31,0,93915,7197,1.0
24461,190000,1,2,2,41,0,219654,12000,0.0
24462,200000,1,3,2,33,0,1805,1150,-2.0
24463,340000,1,2,1,35,0,248227,11500,0.0
24464,310000,1,1,2,33,0,38429,27828,-1.0
24465,180000,1,3,1,30,0,358370,12950,-0.0
24466,80000,1,2,2,32,1,394746,22009,0.0
24467,510000,1,3,2,31,1,57921,27130,0.0
24468,200000,1,1,1,44,0,478290,22006,0.0
24469,100000,1,1,2,36,0,58351,28270,0.0
24470,150000,1,2,2,35,1,28717,16174,-0.0
24471,400000,1,2,1,35,0,631530,78459,-0.0
24472,130000,1,2,1,44,1,117469,43980,2.0
24473,420000,1,2,1,35,0,74633,75349,-1.0
24474,340000,1,1,2,49,0,9387,9387,-1.0
24475,200000,1,1,1,36,0,18582,24726,-1.0
24476,420000,1,2,1,32,0,226043,3200,0.0
24477,50000,1,1,2,34,0,185781,153128,-0.0
24478,280000,1,1,2,31,0,897208,27731,0.0
24479,280000,1,1,2,31,1,1134251,214237,0.0
24480,60000,1,3,1,46,0,254771,9251,0.0
24481,360000,1,1,1,33,0,7368,5649,-1.0
24482,220000,1,2,2,31,1,883640,18640,0.0
24483,20000,1,2,2,38,0,93216,6069,0.0
24484,160000,1,1,1,41,1,0,0,-2.0
24485,20000,1,3,2,48,0,19723,22563,-1.0
24486,180000,1,2,1,33,0,23266,20100,-2.0
24487,500000,1,1,2,33,0,134139,27755,0.0
24488,20000,1,2,1,34,1,72482,6359,0.0
24489,20000,1,2,2,34,0,10475,9399,-2.0
24490,250000,1,3,2,45,0,318837,16861,-0.0
24491,320000,1,2,1,38,0,262126,4781,0.0
24492,470000,1,2,2,32,0,123155,100343,-1.0
24493,180000,1,3,2,39,0,312752,11967,0.0
24494,170000,1,2,2,32,0,0,2000,0.0
24495,20000,1,3,1,45,0,66893,22666,0.0
24496,280000,1,2,1,48,0,725826,25629,0.0
24497,290000,1,2,1,36,0,135701,21010,0.0
24498,60000,1,1,2,36,1,-1670,5500,-0.0
24499,130000,1,1,2,27,0,44784,35356,-1.0
24500,100000,1,3,1,42,0,190928,178,4.0
24501,60000,1,1,2,36,0,380387,27700,1.0
24502,100000,1,2,2,32,0,27918,29907,-0.0
24503,50000,1,1,2,34,0,296772,11000,2.0
24504,550000,1,1,1,44,0,26320,5300,-2.0
24505,100000,1,2,1,46,1,145318,7500,1.0
24506,280000,1,2,1,38,0,3300,0,-2.0
24507,30000,1,2,2,32,0,123679,10170,2.0
24508,230000,1,1,2,45,0,127077,115168,-2.0
24509,80000,1,2,1,44,0,13528,9853,-0.0
24510,80000,1,1,2,33,0,300043,17000,0.0
24511,50000,1,2,2,31,0,195784,11317,0.0
24512,50000,1,2,1,46,0,15328,6715,-0.0
24513,280000,1,1,2,36,0,64092,70651,-2.0
24514,290000,1,1,1,40,0,557042,25991,0.0
24515,50000,1,3,2,47,0,217856,8822,0.0
24516,140000,1,2,2,41,0,1046,1076,-2.0
24517,80000,1,2,1,43,0,32552,10995,-0.0
24518,280000,1,1,2,32,0,30852,17000,0.0
24519,20000,1,3,2,46,0,77258,15000,2.0
24520,470000,1,2,1,40,0,99655,123609,-1.0
24521,350000,1,2,2,33,0,169869,10468,0.0
24522,170000,1,2,1,34,0,237879,14000,0.0
24523,200000,1,1,1,31,0,26969,27998,-1.0
24524,360000,1,3,1,35,0,11708,12707,-1.0
24525,140000,1,2,2,41,1,545235,110000,0.0
24526,240000,1,2,1,41,1,1341608,48140,0.0
24527,500000,1,1,1,32,0,1310634,46394,0.0
24528,190000,1,1,2,34,1,1001872,41700,1.0
24529,200000,1,2,1,32,0,339185,18000,0.0
24530,210000,1,1,2,41,1,1956,1956,-1.0
24531,30000,1,1,2,36,0,11367,11658,-2.0
24532,50000,1,2,1,36,1,215005,6724,0.0
24533,360000,1,1,1,47,0,6969,6761,-1.0
24534,280000,1,2,1,43,0,815246,33056,0.0
24535,360000,1,1,1,38,1,0,0,-2.0
24536,50000,1,2,2,39,0,257211,12275,0.0
24537,270000,1,3,1,47,0,1023707,39704,0.0
24538,20000,1,2,1,37,0,68948,6000,-0.0
24539,200000,1,2,1,37,0,45585,7000,0.0
24540,320000,1,2,1,39,0,564818,31324,0.0
24541,230000,1,2,1,37,0,161553,17000,0.0
24542,350000,1,3,1,35,0,752912,24896,0.0
24543,220000,1,1,2,33,1,13347,16237,-2.0
24544,50000,1,2,1,35,0,146016,14200,0.0
24545,20000,1,3,2,48,1,98630,6794,1.0
24546,390000,1,1,2,32,0,111565,82274,-1.0
24547,120000,1,2,1,39,0,52780,23780,-1.0
24548,490000,1,1,1,41,0,515057,24000,0.0
24549,190000,1,2,2,37,0,505199,22074,1.0
24550,150000,1,5,1,40,0,2628,2196,-1.0
24551,150000,1,5,1,42,0,877637,26832,0.0
24552,270000,1,1,1,37,1,840881,90400,0.0
24553,150000,1,2,1,34,0,795045,39300,1.0
24554,600000,1,1,1,36,0,2634674,157000,0.0
24555,240000,1,1,2,30,0,885648,36113,0.0
24556,100000,1,1,1,31,0,407339,21000,0.0
24557,260000,1,1,2,31,1,2079,1579,-1.0
24558,80000,1,3,1,42,0,17298,10800,-0.0
24559,20000,1,3,2,46,1,59621,2800,2.0
24560,260000,1,2,1,42,0,1312382,113530,0.0
24561,370000,1,1,1,41,0,0,0,-2.0
24562,70000,1,2,2,31,0,351161,14611,0.0
24563,270000,1,3,2,31,0,1050247,47122,0.0
24564,250000,1,2,2,44,0,936857,42906,0.0
24565,70000,1,3,2,39,0,126911,10100,0.0
24566,160000,1,2,1,42,0,0,2535,-2.0
24567,300000,1,1,2,35,0,83500,8102,0.0
24568,280000,1,3,1,39,0,100368,50067,-0.0
24569,210000,1,1,1,34,0,2640,1980,-0.0
24570,200000,1,1,2,33,0,324290,107968,0.0
24571,50000,1,1,2,31,1,6300,0,3.0
24572,60000,1,2,1,45,0,56948,7331,0.0
24573,50000,1,2,2,36,0,257554,11455,0.0
24574,50000,1,2,1,35,1,192490,34987,0.0
24575,140000,1,2,1,39,0,525964,21964,0.0
24576,150000,1,1,1,31,0,26694,41694,-2.0
24577,230000,1,1,2,33,0,328471,13400,0.0
24578,310000,1,1,1,40,0,-900,0,-2.0
24579,500000,1,1,1,47,0,2809,11350,-1.0
24580,170000,1,1,2,36,0,25665,40000,-2.0
24581,230000,1,1,1,41,1,8602,8802,-1.0
24582,50000,1,2,2,47,0,114660,9000,0.0
24583,170000,1,2,1,33,0,3872,2038,-0.0
24584,340000,1,2,1,34,1,1723985,64466,-0.0
24585,220000,1,2,2,35,0,1360016,48500,0.0
24586,60000,1,2,1,45,0,95825,8700,0.0
24587,200000,1,1,2,33,0,3509,2906,-1.0
24588,350000,1,2,2,34,0,248503,65500,0.0
24589,60000,1,2,2,42,0,416827,16450,0.0
24590,100000,1,2,2,28,0,270,4060,-2.0
24591,70000,1,1,2,32,1,418931,20300,2.0
24592,360000,1,1,1,35,0,20684,84294,-1.0
24593,100000,1,2,1,29,1,3300,6432,-2.0
24594,290000,1,1,2,47,0,-7204,8032,-2.0
24595,380000,1,2,1,47,1,0,0,-2.0
24596,380000,1,1,2,33,0,490023,19300,0.0
24597,60000,1,2,1,45,1,258829,11642,0.0
24598,320000,1,3,2,28,0,583520,251223,-0.0
24599,80000,1,2,1,45,1,233778,12927,2.0
24600,280000,1,1,1,37,0,154458,55168,-0.0
24601,110000,1,2,1,38,1,518530,15974,1.0
24602,310000,1,2,2,46,1,647922,28934,0.0
24603,230000,1,1,2,28,0,132077,50397,0.0
24604,200000,1,3,2,28,1,3500,3500,-1.0
24605,70000,1,2,2,29,0,256811,21461,-0.0
24606,210000,1,2,1,35,0,334785,12731,0.0
24607,290000,1,3,1,41,0,74913,57023,-1.0
24608,460000,1,1,1,37,0,52321,8186,0.0
24609,360000,1,1,1,39,0,4652,4124,-0.0
24610,200000,1,1,2,32,0,13449,13239,-2.0
24611,230000,1,1,1,37,0,182082,7800,0.0
24612,80000,1,2,2,32,0,34175,35317,-1.0
24613,80000,1,3,1,36,0,476536,23651,0.0
24614,150000,1,1,2,33,0,148959,19540,0.0
24615,290000,1,2,1,36,0,389258,18500,0.0
24616,90000,1,3,1,31,0,367533,25040,0.0
24617,360000,1,2,1,40,1,14046,19936,-1.0
24618,190000,1,1,2,36,1,659766,28200,2.0
24619,20000,1,2,1,41,0,44239,9817,0.0
24620,150000,1,3,1,47,0,429834,11414,-1.0
24621,50000,1,2,1,32,0,79567,5325,0.0
24622,310000,1,1,2,38,0,6459,6500,-2.0
24623,260000,1,1,1,38,0,526196,20349,0.0
24624,190000,1,2,1,42,0,162951,8398,0.0
24625,30000,1,1,2,31,1,27681,46184,-1.0
24626,280000,1,1,2,32,0,70886,51314,-2.0
24627,60000,1,2,2,40,1,277268,10200,0.0
24628,20000,1,2,2,32,0,119577,7524,0.0
24629,140000,1,2,2,29,0,243814,7000,-1.0
24630,80000,1,1,1,47,1,19350,22953,-1.0
24631,200000,1,3,1,43,0,11514,8159,-0.0
24632,170000,1,1,1,42,0,8635,9182,-1.0
24633,210000,1,2,2,48,0,15049,12273,-1.0
24634,500000,1,2,1,46,0,408917,226797,-1.0
24635,60000,1,2,2,36,0,173256,98892,-0.0
24636,410000,1,1,2,32,1,186981,43216,1.0
24637,220000,1,2,1,35,1,1035452,34926,0.0
24638,420000,1,2,2,30,0,518505,20245,0.0
24639,250000,1,2,2,28,0,955652,39800,1.0
24640,80000,1,1,2,26,0,428196,14608,0.0
24641,80000,1,2,2,27,0,264031,15000,0.0
24642,20000,1,1,2,28,0,66216,28500,0.0
24643,300000,1,2,2,30,0,325137,294367,-0.0
24644,50000,1,1,2,44,1,302791,22618,0.0
24645,360000,1,3,1,46,0,0,0,-2.0
24646,140000,1,1,1,36,0,708056,27041,0.0
24647,70000,1,2,1,31,1,399715,20309,0.0
24648,70000,1,2,2,34,0,333441,16513,0.0
24649,430000,1,1,1,39,0,139028,84663,-0.0
24650,170000,1,2,1,39,0,1545,2295,-2.0
24651,210000,1,2,1,44,0,0,0,-2.0
24652,150000,1,1,1,36,0,63068,62275,-2.0
24653,260000,1,2,1,42,0,1338592,74004,0.0
24654,500000,1,2,1,40,0,107453,86313,-2.0
24655,160000,1,1,1,39,0,7058,15095,-2.0
24656,210000,1,2,1,45,1,353739,18696,0.0
24657,230000,1,2,1,33,0,972409,32243,1.0
24658,180000,1,2,1,43,0,17453,27303,-1.0
24659,20000,1,2,2,37,0,34325,39082,-0.0
24660,310000,1,1,1,41,0,1242765,45260,0.0
24661,180000,1,1,2,39,0,626,1166,-2.0
24662,80000,1,1,1,46,0,300586,18183,0.0
24663,230000,1,1,1,47,0,491034,22579,0.0
24664,210000,1,2,2,41,1,593266,29000,0.0
24665,90000,1,2,1,37,1,248452,7278,0.0
24666,30000,1,1,1,45,0,168317,8000,2.0
24667,430000,1,1,1,34,0,-4192,2985,-1.0
24668,200000,1,1,1,41,0,17335,8096,-2.0
24669,220000,1,1,2,34,1,2496,2912,-2.0
24670,480000,1,1,1,37,0,93912,78622,-0.0
24671,360000,1,2,1,36,0,808190,293544,-0.0
24672,390000,1,2,1,34,0,-6710,0,-2.0
24673,20000,1,2,2,43,1,96684,7695,0.0
24674,200000,1,3,1,37,0,297909,10389,0.0
24675,30000,1,2,2,35,1,-3172,2520,-1.0
24676,410000,1,1,1,40,0,101736,57128,-0.0
24677,40000,1,1,1,47,0,227131,11860,1.0
24678,50000,2,3,1,47,1,202506,42277,0.0
24679,230000,2,1,2,28,0,235638,27996,-0.0
24680,130000,2,1,2,33,1,1022,0,-1.0
24681,100000,2,2,1,33,0,41300,37102,-1.0
24682,400000,1,1,2,34,0,119178,45016,0.0
24683,330000,1,1,2,42,0,425329,55000,0.0
24684,590000,1,1,1,41,0,37419,36856,-2.0
24685,50000,1,1,2,34,1,51231,7542,0.0
24686,140000,1,2,2,36,1,376388,17500,0.0
24687,730000,1,2,1,37,0,1221469,608960,-0.0
24688,110000,1,2,2,34,1,661521,32000,0.0
24689,500000,1,3,1,46,0,48577,61932,-1.0
24690,200000,1,3,2,40,0,21033,16879,-1.0
24691,180000,1,3,2,41,0,1016547,39057,0.0
24692,70000,1,2,1,45,0,267341,20500,0.0
24693,170000,1,1,1,45,0,13850,11180,0.0
24694,420000,1,2,2,44,0,80211,37000,0.0
24695,60000,1,2,1,29,0,314206,43404,0.0
24696,280000,1,2,1,31,0,1384222,42994,0.0
24697,30000,1,2,2,40,0,153100,11150,0.0
24698,90000,1,1,1,38,1,491059,18842,0.0
24699,200000,1,1,1,36,0,24845,16864,-1.0
24700,220000,1,3,2,33,0,368383,120000,0.0
24701,280000,1,2,2,47,0,438862,17824,0.0
24702,280000,1,1,2,38,0,803937,32106,0.0
24703,430000,1,1,2,40,0,25426,27392,-2.0
24704,180000,1,1,1,37,0,4402,2201,-1.0
24705,50000,1,1,1,49,1,169829,8924,0.0
24706,500000,1,1,1,46,0,173936,165562,-2.0
24707,50000,1,3,2,35,0,257026,11381,0.0
24708,200000,1,1,1,43,0,84460,83477,-2.0
24709,100000,1,1,1,42,0,435210,15200,0.0
24710,60000,1,2,1,31,0,310395,14391,0.0
24711,30000,1,3,2,33,1,179468,13093,0.0
24712,180000,1,3,1,41,0,647601,32130,1.0
24713,20000,1,2,1,40,1,60984,5680,1.0
24714,350000,1,2,1,39,0,1030094,37081,0.0
24715,20000,1,2,2,43,0,50703,5300,1.0
24716,100000,1,2,1,38,0,498388,120665,-0.0
24717,20000,1,2,1,43,1,87846,8087,1.0
24718,30000,1,3,2,29,0,75647,6414,1.0
24719,30000,1,2,2,31,0,34269,19310,-1.0
24720,180000,1,5,1,40,0,505932,30200,0.0
24721,300000,1,2,2,29,0,301127,30000,0.0
24722,360000,1,2,0,38,0,428,252,-2.0
24723,210000,1,1,2,36,0,5831,5840,-0.0
24724,30000,1,1,1,35,1,118644,31509,1.0
24725,150000,1,2,1,31,0,855181,37100,0.0
24726,150000,1,2,2,31,0,2096,5728,-1.0
24727,150000,1,3,2,42,1,0,0,-2.0
24728,470000,1,1,1,40,0,1120690,33928,0.0
24729,200000,1,2,1,38,0,694948,44824,0.0
24730,80000,1,3,1,49,0,241021,8000,-1.0
24731,250000,1,1,1,37,0,1173163,51300,0.0
24732,500000,1,1,2,30,0,374171,355716,-2.0
24733,200000,1,1,1,36,0,89788,8519,0.0
24734,90000,1,1,1,34,0,196839,20585,-1.0
24735,400000,1,1,1,47,0,619080,27550,0.0
24736,180000,1,2,2,38,0,34891,26887,-1.0
24737,160000,1,2,1,47,0,45408,34902,-1.0
24738,130000,1,2,1,38,0,625181,21996,0.0
24739,60000,1,2,1,45,0,289008,21423,0.0
24740,240000,1,2,1,39,0,1316615,50022,0.0
24741,160000,1,2,1,33,1,510345,20000,1.0
24742,50000,1,2,1,43,0,253474,36562,0.0
24743,280000,1,1,2,34,0,1249163,232410,0.0
24744,30000,1,2,1,40,0,110792,7000,0.0
24745,130000,1,2,1,46,0,269043,13745,0.0
24746,160000,1,1,1,43,0,625,1071,-0.0
24747,420000,1,4,2,36,0,22100,14141,-0.0
24748,210000,1,2,1,37,1,1950,2275,-1.0
24749,70000,1,1,1,39,0,350197,33071,0.0
24750,50000,1,2,2,44,0,234265,10641,0.0
24751,50000,1,3,1,38,1,205555,10501,1.0
24752,330000,1,1,1,38,0,5126,4896,-1.0
24753,70000,1,2,2,40,1,355577,10878,1.0
24754,170000,1,2,2,36,0,3538,6138,-2.0
24755,50000,1,2,3,41,1,307418,9388,0.0
24756,250000,1,1,1,39,0,24980,25546,-1.0
24757,200000,1,3,1,49,0,328122,12500,0.0
24758,460000,1,2,1,37,0,467070,81106,0.0
24759,100000,1,3,1,40,0,504953,23000,1.0
24760,220000,1,1,2,35,1,1165695,45800,1.0
24761,30000,1,2,2,35,1,1950,780,-0.0
24762,80000,1,2,2,34,0,366836,16458,0.0
24763,320000,1,2,1,34,0,764927,103560,0.0
24764,110000,1,5,1,36,0,194524,60000,-0.0
24765,20000,1,2,2,35,0,66697,21359,-0.0
24766,50000,1,2,1,44,1,790967,31100,2.0
24767,430000,1,2,1,38,0,190140,192677,-2.0
24768,80000,1,2,1,39,1,377740,19403,0.0
24769,40000,1,1,2,35,1,106483,13000,2.0
24770,150000,1,2,1,42,0,502162,16264,0.0
24771,330000,1,4,1,33,0,149334,7212,0.0
24772,20000,1,2,2,40,0,121526,10500,0.0
24773,20000,1,2,2,45,0,132977,19801,0.0
24774,500000,1,1,1,40,0,18110,0,-1.0
24775,200000,1,1,2,42,1,1023603,42000,0.0
24776,20000,1,2,2,46,0,80021,5541,0.0
24777,210000,1,1,1,44,0,552537,50057,0.0
24778,500000,1,2,1,41,0,983923,35307,0.0
24779,300000,1,1,2,42,0,397290,241582,-2.0
24780,110000,1,2,1,35,0,546382,19213,0.0
24781,500000,1,1,1,39,0,433628,20398,0.0
24782,120000,1,1,1,44,1,466308,15200,2.0
24783,360000,1,2,1,44,0,9064,7443,-2.0
24784,350000,1,3,2,36,0,98409,93907,-1.0
24785,80000,1,1,2,35,1,9628,16789,-0.0
24786,320000,1,1,1,46,0,51413,39860,-2.0
24787,230000,1,1,1,38,0,17260,17157,-1.0
24788,110000,1,2,1,44,0,450130,22446,0.0
24789,60000,1,2,1,32,0,133430,6965,0.0
24790,20000,1,1,2,34,0,105406,4861,0.0
24791,320000,1,2,1,35,0,64316,5796,0.0
24792,90000,1,1,1,41,0,410668,57100,0.0
24793,200000,1,2,1,49,0,3322,8122,-2.0
24794,240000,1,1,2,46,1,220650,52662,-0.0
24795,240000,1,1,1,43,1,1249324,42123,0.0
24796,120000,1,2,1,48,0,110824,126898,-1.0
24797,70000,1,3,1,46,0,163558,8673,1.0
24798,20000,1,2,1,33,0,34353,3487,1.0
24799,140000,1,2,1,35,0,789830,26025,1.0
24800,240000,1,3,1,41,0,414836,10650,1.0
24801,50000,1,3,2,44,0,208576,20400,0.0
24802,100000,1,2,2,26,0,555478,20000,2.0
24803,140000,1,2,2,26,0,153376,11534,0.0
24804,260000,1,2,1,31,0,35248,27194,-0.0
24805,230000,1,1,2,35,0,40030,40085,-2.0
24806,20000,1,3,2,36,0,3566,3150,-1.0
24807,110000,1,2,2,38,0,173359,2635,-1.0
24808,460000,1,1,1,40,0,1266620,45042,0.0
24809,120000,1,2,2,36,0,129608,32559,1.0
24810,60000,1,2,1,31,1,22359,140,-1.0
24811,50000,1,3,1,31,1,3423,1950,-1.0
24812,50000,1,3,2,41,0,291429,12325,0.0
24813,30000,1,3,1,42,0,4589,2950,-1.0
24814,20000,1,3,2,45,0,110111,7261,0.0
24815,20000,1,2,2,47,0,116619,8500,0.0
24816,350000,1,2,2,32,0,1260162,51660,0.0
24817,240000,1,2,1,36,0,1223529,48536,0.0
24818,120000,1,2,1,37,1,282616,13300,1.0
24819,200000,1,3,1,47,0,34731,35198,-2.0
24820,150000,1,1,2,31,0,10936,14392,-1.0
24821,180000,1,2,1,37,0,4383,4383,-2.0
24822,260000,1,1,1,30,0,688,536,-1.0
24823,180000,1,1,2,31,0,11988,8408,-2.0
24824,130000,1,1,1,31,0,72262,2400,-1.0
24825,250000,1,1,2,34,0,1040842,116000,0.0
24826,460000,1,4,1,35,0,13616,15414,-1.0
24827,40000,1,1,1,35,0,154059,19756,0.0
24828,20000,1,2,1,36,1,73496,6063,1.0
24829,310000,1,2,1,41,0,63471,29071,-2.0
24830,90000,1,2,1,40,0,484998,15801,0.0
24831,20000,1,3,2,43,0,97703,9271,0.0
24832,270000,1,2,1,39,0,109491,9053,0.0
24833,170000,1,3,1,45,0,674991,35159,0.0
24834,300000,1,2,1,41,0,414875,11806,0.0
24835,350000,1,1,2,30,1,5172,2676,1.0
24836,360000,1,1,1,39,0,2826,2826,-1.0
24837,260000,1,2,1,37,0,795153,30176,0.0
24838,100000,1,1,2,28,0,55875,5142,0.0
24839,200000,1,1,2,28,0,314751,26100,0.0
24840,30000,1,2,2,38,0,149017,9350,0.0
24841,160000,1,1,2,46,0,7977,8142,-1.0
24842,370000,1,2,2,36,0,258678,31000,0.0
24843,380000,1,2,1,43,0,887660,523392,-0.0
24844,210000,1,3,2,37,0,186231,137011,-1.0
24845,90000,1,2,2,44,0,237416,12539,2.0
24846,210000,1,2,1,42,0,19042,17612,-1.0
24847,120000,1,1,2,30,1,0,0,-2.0
24848,500000,1,1,1,46,0,627553,441367,-0.0
24849,390000,1,2,1,48,0,117808,13914,0.0
24850,310000,1,1,2,32,0,84057,78227,-2.0
24851,280000,1,1,1,32,0,1642264,62550,0.0
24852,200000,1,1,1,41,0,16637,13080,-0.0
24853,50000,1,2,1,38,0,215615,12000,1.0
24854,500000,1,2,1,42,0,110001,134557,-1.0
24855,30000,1,2,2,49,0,148877,7326,0.0
24856,50000,1,2,2,35,1,246306,31150,0.0
24857,210000,1,2,2,47,1,-62825,141362,-2.0
24858,150000,1,1,1,41,0,15157,8593,-1.0
24859,230000,1,2,1,36,0,1041200,28255,0.0
24860,200000,1,1,2,38,0,13965,15158,-1.0
24861,200000,1,1,2,38,0,26032,18406,-0.0
24862,330000,1,2,1,38,1,1002303,37600,0.0
24863,70000,1,2,1,37,0,370649,12900,0.0
24864,100000,1,2,1,41,1,17104,10594,-1.0
24865,130000,1,2,1,34,0,719582,30595,0.0
24866,90000,1,2,2,35,1,6363,6738,0.0
24867,150000,1,1,1,36,0,-1114,3000,-1.0
24868,230000,1,2,1,35,0,80078,15483,-0.0
24869,80000,1,1,2,38,0,113878,22566,-0.0
24870,100000,1,2,1,36,0,288441,32400,0.0
24871,170000,1,1,1,37,1,1045241,38000,0.0
24872,310000,1,1,1,43,0,4768,5000,-0.0
24873,160000,1,2,2,36,0,4410,4410,-1.0
24874,70000,1,2,1,36,1,195766,9400,2.0
24875,500000,1,1,1,37,0,328268,110852,0.0
24876,50000,1,2,1,46,0,152273,52861,-1.0
24877,410000,1,2,1,46,1,445195,15171,2.0
24878,120000,1,1,2,32,0,548820,130551,0.0
24879,20000,1,1,2,30,1,110044,29503,0.0
24880,310000,1,2,1,40,0,147973,238759,-0.0
24881,90000,1,2,1,36,0,85056,29735,-1.0
24882,200000,1,1,1,43,0,837702,30175,0.0
24883,360000,1,1,2,30,0,67153,62568,-0.0
24884,350000,1,1,2,29,0,63482,10000,-1.0
24885,20000,1,2,1,34,0,108332,24253,1.0
24886,260000,1,1,1,37,0,27922,23247,-2.0
24887,110000,1,2,1,42,1,509040,76942,-0.0
24888,140000,1,1,2,32,0,632609,44500,0.0
24889,310000,1,3,2,34,0,1085902,39650,0.0
24890,170000,1,2,1,40,0,940913,35800,1.0
24891,80000,1,1,2,30,0,295754,71839,1.0
24892,410000,1,2,1,46,0,34718,36686,-1.0
24893,130000,1,2,2,38,0,115786,8400,0.0
24894,260000,1,1,1,39,0,49011,4741,0.0
24895,500000,1,1,2,40,0,87037,120584,-1.0
24896,160000,1,2,1,43,0,3270,2880,-2.0
24897,180000,1,2,1,33,0,214388,17018,0.0
24898,70000,1,3,2,34,0,179497,9200,0.0
24899,50000,1,2,2,35,0,51402,50661,-1.0
24900,90000,1,1,2,32,1,466914,17887,0.0
24901,210000,1,2,2,32,1,474494,17432,0.0
24902,210000,1,5,1,31,0,740814,198583,0.0
24903,360000,1,2,1,32,0,95234,46846,-1.0
24904,280000,1,1,2,30,0,655238,45000,0.0
24905,160000,1,1,2,31,0,662870,25565,0.0
24906,200000,1,2,1,32,0,42340,41945,-1.0
24907,50000,1,2,2,32,0,269834,3895,2.0
24908,400000,1,3,1,33,1,31244,24953,0.0
24909,210000,1,1,2,32,0,13279,13342,-2.0
24910,440000,1,1,2,33,0,23110,122480,-2.0
24911,380000,1,3,1,34,0,22841,20721,-1.0
24912,120000,1,1,2,33,0,46376,37457,0.0
24913,110000,1,1,1,33,1,97860,6000,-1.0
24914,110000,1,2,1,34,1,340951,16300,1.0
24915,360000,1,1,1,34,0,130551,130023,-1.0
24916,200000,1,1,3,47,1,1069671,35779,0.0
24917,200000,1,2,2,36,1,956450,54254,0.0
24918,50000,1,2,2,35,0,242151,9899,0.0
24919,400000,1,1,1,38,0,76643,70539,-2.0
24920,150000,1,1,2,41,0,7920,4950,-0.0
24921,430000,1,1,1,39,0,811723,808565,-1.0
24922,170000,1,1,1,35,0,-126,0,-2.0
24923,300000,1,1,1,42,0,138450,37088,0.0
24924,500000,1,1,2,36,0,132147,46088,0.0
24925,230000,1,2,1,34,0,667760,22200,0.0
24926,50000,1,2,1,47,0,235542,7468,0.0
24927,50000,1,2,2,44,1,100101,5589,0.0
24928,220000,1,1,2,35,0,0,0,-2.0
24929,500000,1,2,1,39,0,13692,13002,-2.0
24930,350000,1,2,1,38,0,425952,13500,1.0
24931,200000,1,1,1,44,0,12032,8049,-1.0
24932,30000,1,3,2,35,0,166757,17405,0.0
24933,180000,1,3,1,36,0,14740,21254,-1.0
24934,50000,1,2,1,42,0,60875,6500,1.0
24935,80000,1,1,1,44,0,12186,11148,-1.0
24936,270000,1,1,1,39,0,165939,68000,-0.0
24937,310000,1,1,1,39,0,23077,20366,-1.0
24938,450000,1,1,1,37,1,2371437,76914,0.0
24939,210000,1,1,1,40,1,763119,26700,2.0
24940,300000,1,2,1,39,0,695984,27984,0.0
24941,60000,1,2,1,38,0,391523,19000,0.0
24942,360000,1,1,2,36,0,26420,57694,-1.0
24943,280000,1,1,1,34,0,45614,46814,-1.0
24944,150000,1,1,1,40,1,542050,147075,-0.0
24945,260000,1,2,1,42,0,1476,1476,-2.0
24946,150000,1,1,2,39,0,15656,6960,-2.0
24947,180000,1,2,2,37,0,414185,24418,0.0
24948,120000,1,1,1,43,0,1448,1283,-1.0
24949,200000,1,1,1,42,0,845566,68104,0.0
24950,130000,1,1,2,43,0,463380,21000,0.0
24951,50000,1,2,1,35,0,277310,8591,1.0
24952,430000,1,1,1,35,0,2178,4303,-2.0
24953,30000,1,2,2,30,1,171137,34100,-0.0
24954,60000,1,2,2,30,1,42910,7300,0.0
